Source,Target,Type,Id,Label,Weight,d2,d1
Cherry Picking,Academic Research,Directed,3458,,1,,
Death Of Chan Yin-Lam,10 Agorot Controversy,Directed,3459,,1,,
Auditing (Scientology),2012 Phenomenon,Directed,3460,,1,,
Auditing (Scientology),5G,Directed,3461,,1,,
Auditing (Scientology),9/11 Conspiracy Theories,Directed,3462,,1,,
Avril Lavigne Replacement Conspiracy Theory,10 Agorot Controversy,Directed,3463,,1,,
Avril Lavigne Replacement Conspiracy Theory,1321 Lepers' Plot,Directed,3464,,1,,
Avril Lavigne Replacement Conspiracy Theory,1923 Great Kantō Earthquake,Directed,3465,,1,,
Avril Lavigne Replacement Conspiracy Theory,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3466,,1,,
Avril Lavigne Replacement Conspiracy Theory,1967 British Flying Saucer Hoax,Directed,3467,,1,,
Avril Lavigne Replacement Conspiracy Theory,1986 Mozambican Tupolev Tu-134 Crash,Directed,3468,,1,,
Avril Lavigne Replacement Conspiracy Theory,2012 Phenomenon,Directed,3469,,1,,
Avril Lavigne Replacement Conspiracy Theory,2016 Turkish Coup D'État Attempt,Directed,3470,,1,,
Avril Lavigne Replacement Conspiracy Theory,2021 Maricopa County Presidential Ballot Audit,Directed,3471,,1,,
Avril Lavigne Replacement Conspiracy Theory,5G Misinformation,Directed,3472,,1,,
Shadow Government (Conspiracy Theory),10 Agorot Controversy,Directed,3473,,1,,
Shadow Government (Conspiracy Theory),1321 Lepers' Plot,Directed,3474,,1,,
Shadow Government (Conspiracy Theory),1923 Great Kantō Earthquake,Directed,3475,,1,,
Shadow Government (Conspiracy Theory),1951 Pont-Saint-Esprit Mass Poisoning,Directed,3476,,1,,
Shadow Government (Conspiracy Theory),1967 British Flying Saucer Hoax,Directed,3477,,1,,
Shadow Government (Conspiracy Theory),1986 Mozambican Tupolev Tu-134 Crash,Directed,3478,,1,,
Shadow Government (Conspiracy Theory),2012 Phenomenon,Directed,3479,,1,,
Shadow Government (Conspiracy Theory),2016 Turkish Coup D'État Attempt,Directed,3480,,1,,
Shadow Government (Conspiracy Theory),2021 Maricopa County Presidential Ballot Audit,Directed,3481,,1,,
Shadow Government (Conspiracy Theory),5G Misinformation,Directed,3482,,1,,
Shadow Government (Conspiracy Theory),7 July 2005 London Bombings,Directed,3483,,1,,
Shadow Government (Conspiracy Theory),9/11 Conspiracy Theories,Directed,3484,,1,,
Shadow Government (Conspiracy Theory),Acre Conspiracy,Directed,3485,,1,,
Shadow Government (Conspiracy Theory),Agenda 21,Directed,3486,,1,,
Shadow Government (Conspiracy Theory),Airey Neave,Directed,3487,,1,,
Shadow Government (Conspiracy Theory),Alaska Payment Conspiracy,Directed,3488,,1,,
Shadow Government (Conspiracy Theory),Alejandro Castro (Activist),Directed,3489,,1,,
Shadow Government (Conspiracy Theory),Alien Autopsy (1995 Film),Directed,3490,,1,,
Shadow Government (Conspiracy Theory),Alien Abduction,Directed,3491,,1,,
Shadow Government (Conspiracy Theory),Allegations Of Barack Obama Spying On Donald Trump,Directed,3492,,1,,
Shadow Government (Conspiracy Theory),Allegations Of Cia Assistance To Osama Bin Laden,Directed,3493,,1,,
Shadow Government (Conspiracy Theory),Alpha And Beta Male,Directed,3494,,1,,
Shadow Government (Conspiracy Theory),Alternative Historical Interpretations Of Joan Of Arc,Directed,3495,,1,,
Shadow Government (Conspiracy Theory),American Revolution,Directed,3496,,1,,
Shadow Government (Conspiracy Theory),Ancient Astronauts,Directed,3497,,1,,
Shadow Government (Conspiracy Theory),Andinia Plan,Directed,3498,,1,,
Shadow Government (Conspiracy Theory),Anti-Christian Sentiment,Directed,3499,,1,,
Shadow Government (Conspiracy Theory),Anti-Lgbtq Rhetoric,Directed,3500,,1,,
Shadow Government (Conspiracy Theory),Anti-Gender Movement,Directed,3501,,1,,
Shadow Government (Conspiracy Theory),Anti-Vaccinationism In Chiropractic,Directed,3502,,1,,
Shadow Government (Conspiracy Theory),Anti-Vaccine Activism,Directed,3503,,1,,
Shadow Government (Conspiracy Theory),Antiscience,Directed,3504,,1,,
Shadow Government (Conspiracy Theory),Antisemitic Trope,Directed,3505,,1,,
Shadow Government (Conspiracy Theory),Area 51,Directed,3506,,1,,
Shadow Government (Conspiracy Theory),Argument From Ignorance,Directed,3507,,1,,
Shadow Government (Conspiracy Theory),Armenian Genocide Denial,Directed,3508,,1,,
Shadow Government (Conspiracy Theory),Aspartame Controversy,Directed,3509,,1,,
Shadow Government (Conspiracy Theory),Assassination,Directed,3510,,1,,
Shadow Government (Conspiracy Theory),Assassination Of Benazir Bhutto,Directed,3511,,1,,
Shadow Government (Conspiracy Theory),Assassination Of Olof Palme,Directed,3512,,1,,
Shadow Government (Conspiracy Theory),Attempts To Overturn The 2020 United States Presidential Election,Directed,3513,,1,,
Shadow Government (Conspiracy Theory),Avril Lavigne Replacement Conspiracy Theory,Directed,3514,,1,,
Shadow Government (Conspiracy Theory),Avro Canada Cf-105 Arrow,Directed,3515,,1,,
Shadow Government (Conspiracy Theory),"Aztec, New Mexico Crashed Saucer Hoax",Directed,3516,,1,,
Shadow Government (Conspiracy Theory),Bangladesh Genocide,Directed,3517,,1,,
Nepalese Royal Massacre,10 Agorot Controversy,Directed,3518,,1,,
Nepalese Royal Massacre,1321 Lepers' Plot,Directed,3519,,1,,
Conspiracy Encyclopedia: The Encyclopedia Of Conspiracy Theories,10 Agorot Controversy,Directed,3520,,1,,
Conspiracy Encyclopedia: The Encyclopedia Of Conspiracy Theories,1321 Lepers' Plot,Directed,3521,,1,,
Lilla Saltsjöbadsavtalet,10 Agorot Controversy,Directed,3522,,1,,
Lilla Saltsjöbadsavtalet,1321 Lepers' Plot,Directed,3523,,1,,
Lilla Saltsjöbadsavtalet,1923 Great Kantō Earthquake,Directed,3524,,1,,
Lilla Saltsjöbadsavtalet,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3525,,1,,
Lilla Saltsjöbadsavtalet,1967 British Flying Saucer Hoax,Directed,3526,,1,,
Lilla Saltsjöbadsavtalet,1986 Mozambican Tupolev Tu-134 Crash,Directed,3527,,1,,
Lilla Saltsjöbadsavtalet,2012 Phenomenon,Directed,3528,,1,,
Lilla Saltsjöbadsavtalet,2016 Turkish Coup D'État Attempt,Directed,3529,,1,,
Lilla Saltsjöbadsavtalet,2021 Maricopa County Presidential Ballot Audit,Directed,3530,,1,,
Lilla Saltsjöbadsavtalet,5G Misinformation,Directed,3531,,1,,
Lilla Saltsjöbadsavtalet,7 July 2005 London Bombings,Directed,3532,,1,,
Lilla Saltsjöbadsavtalet,9/11 Conspiracy Theories,Directed,3533,,1,,
Lilla Saltsjöbadsavtalet,Acre Conspiracy,Directed,3534,,1,,
Lilla Saltsjöbadsavtalet,Agenda 21,Directed,3535,,1,,
Lilla Saltsjöbadsavtalet,Airey Neave,Directed,3536,,1,,
Lilla Saltsjöbadsavtalet,Alaska Payment Conspiracy,Directed,3537,,1,,
Lilla Saltsjöbadsavtalet,Alejandro Castro (Activist),Directed,3538,,1,,
Lilla Saltsjöbadsavtalet,Alien Autopsy (1995 Film),Directed,3539,,1,,
Lilla Saltsjöbadsavtalet,Alien Abduction,Directed,3540,,1,,
Lilla Saltsjöbadsavtalet,Allegations Of Barack Obama Spying On Donald Trump,Directed,3541,,1,,
Lilla Saltsjöbadsavtalet,Allegations Of Cia Assistance To Osama Bin Laden,Directed,3542,,1,,
Lilla Saltsjöbadsavtalet,Alpha And Beta Male,Directed,3543,,1,,
Lilla Saltsjöbadsavtalet,Alternative Historical Interpretations Of Joan Of Arc,Directed,3544,,1,,
Lilla Saltsjöbadsavtalet,Ancient Astronauts,Directed,3545,,1,,
Lilla Saltsjöbadsavtalet,Andinia Plan,Directed,3546,,1,,
Lilla Saltsjöbadsavtalet,Anti-Christian Sentiment,Directed,3547,,1,,
Lilla Saltsjöbadsavtalet,Anti-Lgbtq Rhetoric,Directed,3548,,1,,
Lilla Saltsjöbadsavtalet,Anti-Gender Movement,Directed,3549,,1,,
Lilla Saltsjöbadsavtalet,Anti-Vaccinationism In Chiropractic,Directed,3550,,1,,
Lilla Saltsjöbadsavtalet,Anti-Vaccine Activism,Directed,3551,,1,,
Lilla Saltsjöbadsavtalet,Antiscience,Directed,3552,,1,,
Lilla Saltsjöbadsavtalet,Antisemitic Trope,Directed,3553,,1,,
Lilla Saltsjöbadsavtalet,Area 51,Directed,3554,,1,,
Lilla Saltsjöbadsavtalet,Argument From Ignorance,Directed,3555,,1,,
Lilla Saltsjöbadsavtalet,Armenian Genocide Denial,Directed,3556,,1,,
Lilla Saltsjöbadsavtalet,Aspartame Controversy,Directed,3557,,1,,
Lilla Saltsjöbadsavtalet,Assassination,Directed,3558,,1,,
Lilla Saltsjöbadsavtalet,Assassination Of Benazir Bhutto,Directed,3559,,1,,
Lilla Saltsjöbadsavtalet,Assassination Of Olof Palme,Directed,3560,,1,,
Lilla Saltsjöbadsavtalet,Attempts To Overturn The 2020 United States Presidential Election,Directed,3561,,1,,
Lilla Saltsjöbadsavtalet,Avril Lavigne Replacement Conspiracy Theory,Directed,3562,,1,,
Lilla Saltsjöbadsavtalet,Avro Canada Cf-105 Arrow,Directed,3563,,1,,
Energy Medicine,2012 Phenomenon,Directed,3564,,1,,
Energy Medicine,5G,Directed,3565,,1,,
Titanic Conspiracy Theories,10 Agorot Controversy,Directed,3566,,1,,
Titanic Conspiracy Theories,1321 Lepers' Plot,Directed,3567,,1,,
Titanic Conspiracy Theories,1923 Great Kantō Earthquake,Directed,3568,,1,,
Titanic Conspiracy Theories,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3569,,1,,
Titanic Conspiracy Theories,1967 British Flying Saucer Hoax,Directed,3570,,1,,
Titanic Conspiracy Theories,1986 Mozambican Tupolev Tu-134 Crash,Directed,3571,,1,,
Titanic Conspiracy Theories,2012 Phenomenon,Directed,3572,,1,,
Titanic Conspiracy Theories,2016 Turkish Coup D'État Attempt,Directed,3573,,1,,
Titanic Conspiracy Theories,2021 Maricopa County Presidential Ballot Audit,Directed,3574,,1,,
Titanic Conspiracy Theories,5G Misinformation,Directed,3575,,1,,
Titanic Conspiracy Theories,7 July 2005 London Bombings,Directed,3576,,1,,
Titanic Conspiracy Theories,9/11 Conspiracy Theories,Directed,3577,,1,,
Turbo Cancer,10 Agorot Controversy,Directed,3578,,1,,
Turbo Cancer,1321 Lepers' Plot,Directed,3579,,1,,
Turbo Cancer,1923 Great Kantō Earthquake,Directed,3580,,1,,
Turbo Cancer,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3581,,1,,
Turbo Cancer,1967 British Flying Saucer Hoax,Directed,3582,,1,,
Turbo Cancer,1986 Mozambican Tupolev Tu-134 Crash,Directed,3583,,1,,
Golden Billion,10 Agorot Controversy,Directed,3584,,1,,
Golden Billion,1321 Lepers' Plot,Directed,3585,,1,,
Golden Billion,1923 Great Kantō Earthquake,Directed,3586,,1,,
Golden Billion,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3587,,1,,
Golden Billion,1967 British Flying Saucer Hoax,Directed,3588,,1,,
Golden Billion,1986 Mozambican Tupolev Tu-134 Crash,Directed,3589,,1,,
Golden Billion,2012 Phenomenon,Directed,3590,,1,,
Golden Billion,2016 Turkish Coup D'État Attempt,Directed,3591,,1,,
Golden Billion,2021 Maricopa County Presidential Ballot Audit,Directed,3592,,1,,
Golden Billion,5G Misinformation,Directed,3593,,1,,
Golden Billion,7 July 2005 London Bombings,Directed,3594,,1,,
Golden Billion,9/11 Conspiracy Theories,Directed,3595,,1,,
Golden Billion,Acre Conspiracy,Directed,3596,,1,,
Golden Billion,Agenda 21,Directed,3597,,1,,
Golden Billion,Airey Neave,Directed,3598,,1,,
Golden Billion,Alaska Payment Conspiracy,Directed,3599,,1,,
Golden Billion,Alejandro Castro (Activist),Directed,3600,,1,,
Golden Billion,Alien Autopsy (1995 Film),Directed,3601,,1,,
Golden Billion,Alien Abduction,Directed,3602,,1,,
Golden Billion,Allegations Of Barack Obama Spying On Donald Trump,Directed,3603,,1,,
Golden Billion,Allegations Of Cia Assistance To Osama Bin Laden,Directed,3604,,1,,
Golden Billion,Alpha And Beta Male,Directed,3605,,1,,
Golden Billion,Alternative Historical Interpretations Of Joan Of Arc,Directed,3606,,1,,
Golden Billion,Ancient Astronauts,Directed,3607,,1,,
Golden Billion,Andinia Plan,Directed,3608,,1,,
Golden Billion,Anti-Christian Sentiment,Directed,3609,,1,,
Golden Billion,Anti-Lgbtq Rhetoric,Directed,3610,,1,,
Golden Billion,Anti-Gender Movement,Directed,3611,,1,,
Golden Billion,Anti-Vaccinationism In Chiropractic,Directed,3612,,1,,
Golden Billion,Anti-Vaccine Activism,Directed,3613,,1,,
Golden Billion,Antiscience,Directed,3614,,1,,
Golden Billion,Antisemitic Trope,Directed,3615,,1,,
Golden Billion,Area 51,Directed,3616,,1,,
Golden Billion,Argument From Ignorance,Directed,3617,,1,,
Golden Billion,Armenian Genocide Denial,Directed,3618,,1,,
Ebola Misinformation,10 Agorot Controversy,Directed,3619,,1,,
Ebola Misinformation,1321 Lepers' Plot,Directed,3620,,1,,
Ebola Misinformation,1923 Great Kantō Earthquake,Directed,3621,,1,,
Ebola Misinformation,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3622,,1,,
Ebola Misinformation,1967 British Flying Saucer Hoax,Directed,3623,,1,,
Ebola Misinformation,1986 Mozambican Tupolev Tu-134 Crash,Directed,3624,,1,,
Ebola Misinformation,2012 Phenomenon,Directed,3625,,1,,
Ebola Misinformation,2016 Turkish Coup D'État Attempt,Directed,3626,,1,,
Ebola Misinformation,2021 Maricopa County Presidential Ballot Audit,Directed,3627,,1,,
Ebola Misinformation,5G Misinformation,Directed,3628,,1,,
Ebola Misinformation,7 July 2005 London Bombings,Directed,3629,,1,,
Ebola Misinformation,9/11 Conspiracy Theories,Directed,3630,,1,,
Ebola Misinformation,Academic Research,Directed,3631,,1,,
Ebola Misinformation,Acre Conspiracy,Directed,3632,,1,,
Ebola Misinformation,Active Measures Working Group,Directed,3633,,1,,
Ebola Misinformation,Africa Check,Directed,3634,,1,,
Ebola Misinformation,Agenda 21,Directed,3635,,1,,
Ebola Misinformation,Airey Neave,Directed,3636,,1,,
Ebola Misinformation,Alaska Payment Conspiracy,Directed,3637,,1,,
Ebola Misinformation,Alejandro Castro (Activist),Directed,3638,,1,,
Ebola Misinformation,Algorithmic Radicalization,Directed,3639,,1,,
Ebola Misinformation,Alien Autopsy (1995 Film),Directed,3640,,1,,
Ebola Misinformation,Alien Abduction,Directed,3641,,1,,
Ebola Misinformation,Allegations Of Barack Obama Spying On Donald Trump,Directed,3642,,1,,
Ebola Misinformation,Allegations Of Cia Assistance To Osama Bin Laden,Directed,3643,,1,,
Ebola Misinformation,Alpha And Beta Male,Directed,3644,,1,,
Ebola Misinformation,Alternative Facts,Directed,3645,,1,,
Ebola Misinformation,Alternative Historical Interpretations Of Joan Of Arc,Directed,3646,,1,,
Ebola Misinformation,Ancient Astronauts,Directed,3647,,1,,
Ebola Misinformation,Andinia Plan,Directed,3648,,1,,
Ebola Misinformation,Anti-Christian Sentiment,Directed,3649,,1,,
Ebola Misinformation,Anti-Lgbtq Rhetoric,Directed,3650,,1,,
Ebola Misinformation,Anti-Gender Movement,Directed,3651,,1,,
Ebola Misinformation,Anti-Vaccinationism In Chiropractic,Directed,3652,,1,,
Ebola Misinformation,Anti-Vaccine Activism,Directed,3653,,1,,
Ebola Misinformation,Antiscience,Directed,3654,,1,,
Ebola Misinformation,Antisemitic Trope,Directed,3655,,1,,
Ebola Misinformation,Area 51,Directed,3656,,1,,
Ebola Misinformation,Argument From Ignorance,Directed,3657,,1,,
Ebola Misinformation,Armenian Genocide Denial,Directed,3658,,1,,
Ebola Misinformation,Aspartame Controversy,Directed,3659,,1,,
Ebola Misinformation,Assassination,Directed,3660,,1,,
Ebola Misinformation,Assassination Of Benazir Bhutto,Directed,3661,,1,,
Ebola Misinformation,Assassination Of Olof Palme,Directed,3662,,1,,
Ebola Misinformation,Attempts To Overturn The 2020 United States Presidential Election,Directed,3663,,1,,
Ebola Misinformation,Avril Lavigne Replacement Conspiracy Theory,Directed,3664,,1,,
Ebola Misinformation,Avro Canada Cf-105 Arrow,Directed,3665,,1,,
Ebola Misinformation,"Aztec, New Mexico Crashed Saucer Hoax",Directed,3666,,1,,
Ebola Misinformation,Bangladesh Genocide,Directed,3667,,1,,
Ebola Misinformation,Barack Obama Citizenship Conspiracy Theories,Directed,3668,,1,,
Ebola Misinformation,Barack Obama Religion Conspiracy Theories,Directed,3669,,1,,
Ebola Misinformation,Bhagwa Love Trap Conspiracy Theory,Directed,3670,,1,,
Ebola Misinformation,Bible Conspiracy Theory,Directed,3671,,1,,
Ebola Misinformation,Biden–Ukraine Conspiracy Theory,Directed,3672,,1,,
Ebola Misinformation,Bielefeld Conspiracy,Directed,3673,,1,,
Ebola Misinformation,Big Pharma Conspiracy Theories,Directed,3674,,1,,
Ebola Misinformation,Bilderberg Meeting,Directed,3675,,1,,
Ebola Misinformation,Birds Aren'T Real,Directed,3676,,1,,
Ebola Misinformation,Black Knight Satellite Conspiracy Theory,Directed,3677,,1,,
Ebola Misinformation,Black Helicopter,Directed,3678,,1,,
Ebola Misinformation,Blood Libel,Directed,3679,,1,,
Ebola Misinformation,Bosnian Genocide Denial,Directed,3680,,1,,
Ebola Misinformation,Cern Ritual Hoax,Directed,3681,,1,,
Ebola Misinformation,Cia Kennedy Assassination Conspiracy Theory,Directed,3682,,1,,
Ebola Misinformation,Covid-19 Lab Leak Theory,Directed,3683,,1,,
Ebola Misinformation,Covid-19 Misinformation,Directed,3684,,1,,
Ebola Misinformation,Covid-19 Misinformation By The United States,Directed,3685,,1,,
Ebola Misinformation,Covid-19 Misinformation In Canada,Directed,3686,,1,,
Ebola Misinformation,Covid-19 Misinformation In The Philippines,Directed,3687,,1,,
Ebola Misinformation,Covid-19 Vaccine Misinformation And Hesitancy,Directed,3688,,1,,
Ebola Misinformation,Cabal,Directed,3689,,1,,
Ebola Misinformation,Cairo Fire,Directed,3690,,1,,
Ebola Misinformation,California Drought Manipulation Conspiracy Theory,Directed,3691,,1,,
Ebola Misinformation,Cambodian Genocide Denial,Directed,3692,,1,,
Ebola Misinformation,Casa Matusita,Directed,3693,,1,,
Ebola Misinformation,Cause Of Yasser Arafat'S Death,Directed,3694,,1,,
Ebola Misinformation,Chemtrail Conspiracy Theory,Directed,3695,,1,,
Ebola Misinformation,Cherry Picking,Directed,3696,,1,,
Ebola Misinformation,Circular Reporting,Directed,3697,,1,,
Ebola Misinformation,Civil Conspiracy,Directed,3698,,1,,
Ebola Misinformation,Climate Change Conspiracy Theory,Directed,3699,,1,,
Ebola Misinformation,Climate Change Denial,Directed,3700,,1,,
Ebola Misinformation,Clinton Body Count Conspiracy Theory,Directed,3701,,1,,
Ebola Misinformation,Clockwork Orange (Plot),Directed,3702,,1,,
Ebola Misinformation,Cognitive Dissonance,Directed,3703,,1,,
Ebola Misinformation,Cohen Plan,Directed,3704,,1,,
Ebola Misinformation,Committee Of 300,Directed,3705,,1,,
Ebola Misinformation,Communal Reinforcement,Directed,3706,,1,,
Ebola Misinformation,Confirmation Bias,Directed,3707,,1,,
Ebola Misinformation,Conspiracy,Directed,3708,,1,,
Ebola Misinformation,Conspiracy Encyclopedia,Directed,3709,,1,,
Ebola Misinformation,Conspiracy Fiction,Directed,3710,,1,,
Ebola Misinformation,Conspiracy Theories About Adolf Hitler'S Death,Directed,3711,,1,,
Ebola Misinformation,"Conspiracy Theories About The Death Of Diana, Princess Of Wales",Directed,3712,,1,,
Ebola Misinformation,Conspiracy Theories About The Kidnapping And Murder Of Aldo Moro,Directed,3713,,1,,
Ebola Misinformation,Conspiracy Theories About The Overthrow Of Mohammad Reza Pahlavi,Directed,3714,,1,,
Ebola Misinformation,Conspiracy Theories In Turkey,Directed,3715,,1,,
Ebola Misinformation,Conspiracy Theories In United States Politics,Directed,3716,,1,,
Ebola Misinformation,Conspiracy Theories In The Arab World,Directed,3717,,1,,
Ebola Misinformation,Conspiracy Theories Related To The Trump–Ukraine Scandal,Directed,3718,,1,,
Ebola Misinformation,Conspiracy Theory,Directed,3719,,1,,
Ebola Misinformation,Conspiracy Theory About Vladimir Putin'S Body Doubles,Directed,3720,,1,,
Ebola Misinformation,Conspirituality,Directed,3721,,1,,
Ebola Misinformation,Controversies About The 2004 Madrid Train Bombings,Directed,3722,,1,,
Ebola Misinformation,Counter-Jihad,Directed,3723,,1,,
Ebola Misinformation,Counter Misinformation Team,Directed,3724,,1,,
Ebola Misinformation,Counter Disinformation Unit,Directed,3725,,1,,
Ebola Misinformation,Cow Vigilante Violence In India,Directed,3726,,1,,
Ebola Misinformation,Criminal Conspiracy,Directed,3727,,1,,
Ebola Misinformation,Crisis Actor,Directed,3728,,1,,
Ebola Misinformation,Cultural Bolshevism,Directed,3729,,1,,
Ebola Misinformation,Cultural Marxism Conspiracy Theory,Directed,3730,,1,,
Ebola Misinformation,Daktari Ranch Affair,Directed,3731,,1,,
Ebola Misinformation,Dead Internet Theory,Directed,3732,,1,,
Ebola Misinformation,Death And Legacy Of Tom Thomson,Directed,3733,,1,,
Ebola Misinformation,Death And State Funeral Of Muhammad Zia-Ul-Haq,Directed,3734,,1,,
Ebola Misinformation,Death Of Benito Mussolini,Directed,3735,,1,,
Ebola Misinformation,Death Of Chan Yin-Lam,Directed,3736,,1,,
Ebola Misinformation,Death Of Hugo Chávez,Directed,3737,,1,,
Ebola Misinformation,Death Of Jeffrey Epstein,Directed,3738,,1,,
Ebola Misinformation,Death Of Marilyn Monroe,Directed,3739,,1,,
Ebola Misinformation,Death Of Salvador Allende,Directed,3740,,1,,
Ebola Misinformation,Death Of Subhas Chandra Bose,Directed,3741,,1,,
Ebola Misinformation,Death Of Sushant Singh Rajput,Directed,3742,,1,,
Ebola Misinformation,Deception,Directed,3743,,1,,
Ebola Misinformation,Deep State,Directed,3744,,1,,
Bogdanov Affair,2012 Phenomenon,Directed,3745,,1,,
Bogdanov Affair,5G,Directed,3746,,1,,
Bogdanov Affair,9/11 Conspiracy Theories,Directed,3747,,1,,
Bogdanov Affair,Acupuncture,Directed,3748,,1,,
Bogdanov Affair,Adrenal Fatigue,Directed,3749,,1,,
Crystal Healing,2012 Phenomenon,Directed,3750,,1,,
Crystal Healing,5G,Directed,3751,,1,,
Ayurveda,2012 Phenomenon,Directed,3752,,1,,
Ayurveda,5G,Directed,3753,,1,,
Ayurveda,9/11 Conspiracy Theories,Directed,3754,,1,,
Water Fluoridation Controversy,10 Agorot Controversy,Directed,3755,,1,,
Water Fluoridation Controversy,1321 Lepers' Plot,Directed,3756,,1,,
Civil Conspiracy,10 Agorot Controversy,Directed,3757,,1,,
Civil Conspiracy,1321 Lepers' Plot,Directed,3758,,1,,
Civil Conspiracy,1923 Great Kantō Earthquake,Directed,3759,,1,,
Civil Conspiracy,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3760,,1,,
Civil Conspiracy,1967 British Flying Saucer Hoax,Directed,3761,,1,,
Civil Conspiracy,1986 Mozambican Tupolev Tu-134 Crash,Directed,3762,,1,,
Civil Conspiracy,2012 Phenomenon,Directed,3763,,1,,
Civil Conspiracy,2016 Turkish Coup D'État Attempt,Directed,3764,,1,,
Civil Conspiracy,2021 Maricopa County Presidential Ballot Audit,Directed,3765,,1,,
Civil Conspiracy,5G Misinformation,Directed,3766,,1,,
Civil Conspiracy,7 July 2005 London Bombings,Directed,3767,,1,,
Civil Conspiracy,9/11 Conspiracy Theories,Directed,3768,,1,,
Springfield Pet-Eating Hoax,10 Agorot Controversy,Directed,3769,,1,,
Springfield Pet-Eating Hoax,1321 Lepers' Plot,Directed,3770,,1,,
Springfield Pet-Eating Hoax,1923 Great Kantō Earthquake,Directed,3771,,1,,
Springfield Pet-Eating Hoax,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3772,,1,,
Robert F. Kennedy Assassination Conspiracy Theories,10 Agorot Controversy,Directed,3773,,1,,
Robert F. Kennedy Assassination Conspiracy Theories,1321 Lepers' Plot,Directed,3774,,1,,
Robert F. Kennedy Assassination Conspiracy Theories,1923 Great Kantō Earthquake,Directed,3775,,1,,
Robert F. Kennedy Assassination Conspiracy Theories,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3776,,1,,
Ukraine Bioweapons Conspiracy Theory,10 Agorot Controversy,Directed,3777,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,10 Agorot Controversy,Directed,3778,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,1321 Lepers' Plot,Directed,3779,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,1923 Great Kantō Earthquake,Directed,3780,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3781,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,1967 British Flying Saucer Hoax,Directed,3782,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,1986 Mozambican Tupolev Tu-134 Crash,Directed,3783,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,2012 Phenomenon,Directed,3784,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,2016 Turkish Coup D'État Attempt,Directed,3785,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,2021 Maricopa County Presidential Ballot Audit,Directed,3786,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,5G Misinformation,Directed,3787,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,7 July 2005 London Bombings,Directed,3788,,1,,
World Trade Center Controlled Demolition Conspiracy Theories,7 World Trade Center (1987–2001),Directed,3789,,1,,
Discredited Hiv/Aids Origins Theories,10 Agorot Controversy,Directed,3790,,1,,
Discredited Hiv/Aids Origins Theories,1321 Lepers' Plot,Directed,3791,,1,,
Discredited Hiv/Aids Origins Theories,1923 Great Kantō Earthquake,Directed,3792,,1,,
Discredited Hiv/Aids Origins Theories,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3793,,1,,
Discredited Hiv/Aids Origins Theories,1967 British Flying Saucer Hoax,Directed,3794,,1,,
Discredited Hiv/Aids Origins Theories,1986 Mozambican Tupolev Tu-134 Crash,Directed,3795,,1,,
Discredited Hiv/Aids Origins Theories,2012 Phenomenon,Directed,3796,,1,,
Discredited Hiv/Aids Origins Theories,2016 Turkish Coup D'État Attempt,Directed,3797,,1,,
Discredited Hiv/Aids Origins Theories,2021 Maricopa County Presidential Ballot Audit,Directed,3798,,1,,
Discredited Hiv/Aids Origins Theories,5G Misinformation,Directed,3799,,1,,
Discredited Hiv/Aids Origins Theories,7 July 2005 London Bombings,Directed,3800,,1,,
Discredited Hiv/Aids Origins Theories,9/11 Conspiracy Theories,Directed,3801,,1,,
Confirmation Bias,10 Agorot Controversy,Directed,3802,,1,,
Confirmation Bias,1321 Lepers' Plot,Directed,3803,,1,,
Confirmation Bias,1923 Great Kantō Earthquake,Directed,3804,,1,,
Confirmation Bias,1951 Pont-Saint-Esprit Mass Poisoning,Directed,3805,,1,,
Confirmation Bias,1967 British Flying Saucer Hoax,Directed,3806,,1,,
Confirmation Bias,1986 Mozambican Tupolev Tu-134 Crash,Directed,3807,,1,,
Confirmation Bias,2004 United States Presidential Election,Directed,3808,,1,,
Confirmation Bias,2012 Phenomenon,Directed,3809,,1,,
Confirmation Bias,2016 Turkish Coup D'État Attempt,Directed,3810,,1,,
Lake Michigan Triangle,10 Agorot Controversy,Directed,3811,,1,,
Lake Michigan Triangle,1321 Lepers' Plot,Directed,3812,,1,,
William Donald Kelley,2012 Phenomenon,Directed,3813,,1,,
William Donald Kelley,5G,Directed,3814,,1,,
William Donald Kelley,9/11 Conspiracy Theories,Directed,3815,,1,,
